交易所,合约,合约名称,品种,合约乘数,开仓费率,开仓费/手,平仓费率,平仓费/手,平今仓费率,平今仓费/手,最新价,成交量,空盘量,1手开仓手续费,1手平仓手续费,1手平今仓手续费,做多保证金率,做多保证金/手,做空保证金率,做空保证金/手,做多1手保证金,做空1手保证金,最小跳动价位,1Tick盈亏
SHFE,hc2311,hc2311,hc,10,0.000100,0.0,0.000100,0.0,0.000100,0.0,3885.0000000000005,61685,185513.0,3.885000000000001,3.885000000000001,3.885000000000001,0.16,0.0,0.16,0.0,6216.000000000001,6216.000000000001,1.0,10.0
SHFE,ni2311,ni2311,ni,1,0.000000,1.0,0.000000,1.0,0.000000,0.0,158490.0,103017,57236.0,1.0,1.0,0.0,0.21000000000000002,0.0,0.21000000000000002,0.0,33282.9,33282.9,10.0,10.0
SHFE,pb2311,pb2311,pb,5,0.000040,0.0,0.000040,0.0,0.000000,0.0,16795.0,45897,83300.0,3.3590000000000004,3.3590000000000004,0.0,0.16,0.0,0.16,0.0,13436.0,13436.0,5.0,25.0
SHFE,rb2311,rb2311,rb,10,0.000100,0.0,0.000100,0.0,0.000100,0.0,3732.0000000000005,174206,627525.0,3.732000000000001,3.732000000000001,3.732000000000001,0.16,0.0,0.16,0.0,5971.200000000002,5971.200000000002,1.0,10.0
SHFE,ru2311,ru2311,ru,10,0.000000,3.0,0.000000,3.0,0.000000,0.0,12815.000000000002,8841,29237.0,3.0,3.0,0.0,0.16999999999999998,0.0,0.16999999999999998,0.0,21785.5,21785.5,5.0,50.0
SHFE,sn2311,sn2311,sn,1,0.000000,1.0,0.000000,1.0,0.000000,0.0,222290.00000000003,55285,25818.0,1.0,1.0,0.0,0.2,0.0,0.2,0.0,44458.00000000001,44458.00000000001,10.0,10.0
SHFE,sp2311,sp2311,sp,10,0.000050,0.0,0.000050,0.0,0.000000,0.0,5844.000000000001,6572,21315.0,2.9220000000000006,2.9220000000000006,0.0,0.15,0.0,0.15,0.0,8766.0,8766.0,2.0,20.0
SHFE,ss2311,ss2311,ss,5,0.000000,2.0,0.000000,2.0,0.000000,0.0,15185.000000000002,170587,102459.0,2.0,2.0,0.0,0.2,0.0,0.2,0.0,15185.000000000004,15185.000000000004,5.0,25.0
SHFE,wr2311,wr2311,wr,10,0.000040,0.0,0.000040,0.0,0.000040,0.0,4384.0,0,0.0,1.7536,1.7536,1.7536,0.25,0.0,0.25,0.0,10960.0,10960.0,1.0,10.0
SHFE,zn2311,zn2311,zn,5,0.000000,3.0,0.000000,3.0,0.000000,0.0,21430.000000000004,113679,106905.0,3.0,3.0,0.0,0.16,0.0,0.16,0.0,17144.000000000004,17144.000000000004,5.0,25.0
SHFE,au2312,黄金2312,au,1000,0.000000,2.0,0.000000,2.0,0.000000,0.0,471.76000000000005,98924,203152.0,2.0,2.0,0.0,0.13999999999999999,0.0,0.13999999999999999,0.0,66046.4,66046.4,0.02,20.0
DCE,eb2311,苯乙烯2311,eb,5,0.000000,6.0,0.000000,6.0,0.000000,6.0,8938.0,272145,252637.0,6.0,6.0,6.0,0.19,0.0,0.19,0.0,8491.1,8491.1,1.0,5.0
DCE,eg2311,乙二醇2311,eg,10,0.000000,4.0,0.000000,4.0,0.000000,2.0,4257.0,25995,66656.0,4.0,4.0,2.0,0.18,0.0,0.18,0.0,7662.599999999999,7662.599999999999,1.0,10.0
DCE,jd2311,鸡蛋2311,jd,10,0.000150,0.0,0.000150,0.0,0.000150,0.0,4619.0,84017,114285.0,6.9285000000000005,6.9285000000000005,6.9285000000000005,0.15,0.0,0.15,0.0,6928.5,6928.5,1.0,10.0
DCE,lh2311,生猪2311,lh,16,0.000200,0.0,0.000200,0.0,0.000400,0.0,16770.0,33152,60538.0,53.664,53.664,107.328,0.19,0.0,0.19,0.0,50980.8,50980.8,5.0,80.0
DCE,pg2311,液化石油气2311,pg,20,0.000000,6.0,0.000000,6.0,0.000000,6.0,5576.0,144878,88791.0,6.0,6.0,6.0,0.18,0.0,0.18,0.0,20073.6,20073.6,1.0,20.0
CZCE,ZC401,煤1月,ZC,100,0.000000,3.0,0.000000,3.0,0.000000,0.0,801.4,0,0.0,3.0,3.0,0.0,0.2,0.0,0.2,0.0,16028.0,16028.0,0.2,20.0
DCE,v2403,聚氯乙烯2403,v,5,0.000000,2.0,0.000000,2.0,0.000000,0.0,6356.0,14598,23009.0,2.0,2.0,0.0,0.18,0.0,0.18,0.0,5720.4,5720.4,1.0,5.0
INE,bc2403,bc2403,bc,5,0.000010,0.0,0.000010,0.0,0.000000,0.0,60250.0,0,0.0,3.0125,3.0125,0.0,0.16,0.0,0.16,0.0,48200.0,48200.0,10.0,50.0
DCE,m2403,豆粕2403,m,10,0.000000,0.2,0.000000,0.2,0.000000,0.1,3656.0,6150,64290.0,0.2,0.2,0.1,0.13999999999999999,0.0,0.13999999999999999,0.0,5118.4,5118.4,1.0,10.0
INE,nr2403,nr2403,nr,10,0.000000,10.0,0.000000,10.0,0.000000,10.0,10695.000000000002,4,52.0,10.0,10.0,10.0,0.16999999999999998,0.0,0.16999999999999998,0.0,18181.5,18181.5,5.0,50.0
DCE,pp2403,聚丙烯2403,pp,5,0.000000,1.0,0.000000,1.0,0.000000,1.0,7806.0,19867,15403.0,1.0,1.0,1.0,0.18,0.0,0.18,0.0,7025.4,7025.4,1.0,5.0
DCE,rr2403,粳米2403,rr,10,0.000000,4.0,0.000000,4.0,0.000000,4.0,3624.0,43,2266.0,4.0,4.0,4.0,0.12,0.0,0.12,0.0,4348.8,4348.8,1.0,10.0
SHFE,ag2403,ag2403,ag,15,0.000010,0.0,0.000010,0.0,0.000000,0.0,5912.000000000001,3001,13690.0,0.8868000000000003,0.8868000000000003,0.0,0.19,0.0,0.19,0.0,16849.200000000004,16849.200000000004,1.0,15.0
DCE,jm2403,焦煤2403,jm,60,0.000060,0.0,0.000060,0.0,0.000060,0.0,1780.0,482,441.0,6.408000000000001,6.408000000000001,6.408000000000001,0.26,0.0,0.26,0.0,27768.0,27768.0,0.5,30.0
SHFE,al2403,al2403,al,5,0.000000,3.0,0.000000,3.0,0.000000,0.0,19030.0,312,5281.0,3.0,3.0,0.0,0.16,0.0,0.16,0.0,15224.0,15224.0,5.0,25.0
SHFE,au2404,au2404,au,1000,0.000000,2.0,0.000000,2.0,0.000000,0.0,472.34000000000003,2552,14696.0,2.0,2.0,0.0,0.13999999999999999,0.0,0.13999999999999999,0.0,66127.6,66127.6,0.02,20.0
SHFE,bu2503,bu2503,bu,10,0.000100,0.0,0.000100,0.0,0.000100,0.0,3607.0000000000005,3,2444.0,3.607000000000001,3.607000000000001,3.607000000000001,0.16999999999999998,0.0,0.16999999999999998,0.0,6131.900000000001,6131.900000000001,1.0,10.0
SHFE,cu2403,cu2403,cu,5,0.000050,0.0,0.000050,0.0,0.000000,0.0,68130.0,285,5999.0,17.032500000000002,17.032500000000002,0.0,0.16,0.0,0.16,0.0,54504.0,54504.0,10.0,50.0
DCE,i2403,铁矿石2403,i,100,0.000100,0.0,0.000100,0.0,0.000100,0.0,836.0,6987,47217.0,8.360000000000001,8.360000000000001,8.360000000000001,0.19,0.0,0.19,0.0,15884.0,15884.0,0.5,50.0
CZCE,MA403,甲醇3月,MA,10,0.000000,2.0,0.000000,2.0,0.000000,6.0,2511.0,78,4766.0,2.0,2.0,6.0,0.16,0.0,0.16,0.0,4017.6,4017.6,1.0,10.0
CZCE,CJ403,红枣3月,CJ,5,0.000000,3.0,0.000000,3.0,0.000000,0.0,13655.0,584,1898.0,3.0,3.0,0.0,0.18,0.0,0.18,0.0,12289.5,12289.5,5.0,25.0
CZCE,CF403,棉花3月,CF,5,0.000000,4.3,0.000000,4.3,0.000000,0.0,17015.0,39752,124979.0,4.3,4.3,0.0,0.13999999999999999,0.0,0.13999999999999999,0.0,11910.499999999998,11910.499999999998,5.0,25.0
CZCE,WH403,强麦3月,WH,20,0.000000,5.0,0.000000,5.0,0.000000,5.0,3198.0,0,0.0,5.0,5.0,5.0,0.25,0.0,0.25,0.0,15990.0,15990.0,1.0,20.0
CZCE,OI403,菜油3月,OI,10,0.000000,2.0,0.000000,2.0,0.000000,0.0,8513.0,29295,111036.0,2.0,2.0,0.0,0.13999999999999999,0.0,0.13999999999999999,0.0,11918.199999999999,11918.199999999999,1.0,10.0
CZCE,AP403,苹果3月,AP,10,0.000000,5.0,0.000000,5.0,0.000000,5.0,9075.0,146,2735.0,5.0,5.0,5.0,0.15,0.0,0.15,0.0,13612.5,13612.5,1.0,10.0
CZCE,SR403,白糖3月,SR,10,0.000000,4.0,0.000000,4.0,0.000000,4.0,6770.0,122260,287190.0,4.0,4.0,4.0,0.13,0.0,0.13,0.0,8801.0,8801.0,1.0,10.0
CZCE,PF403,短纤3月,PF,5,0.000000,3.0,0.000000,3.0,0.000000,3.0,7752.0,9,396.0,3.0,3.0,3.0,0.15,0.0,0.15,0.0,5814.0,5814.0,2.0,10.0
CZCE,JR403,粳稻3月,JR,20,0.000000,3.0,0.000000,3.0,0.000000,3.0,2662.0,0,0.0,3.0,3.0,3.0,0.25,0.0,0.25,0.0,13310.0,13310.0,1.0,20.0
CZCE,CY403,棉纱3月,CY,5,0.000000,4.0,0.000000,4.0,0.000000,0.0,23695.0,0,2.0,4.0,4.0,0.0,0.25,0.0,0.25,0.0,29618.75,29618.75,5.0,25.0
CZCE,SF403,硅铁3月,SF,5,0.000000,3.0,0.000000,3.0,0.000000,0.0,7508.0,367,1431.0,3.0,3.0,0.0,0.2,0.0,0.2,0.0,7508.0,7508.0,2.0,10.0
CZCE,RM403,菜粕3月,RM,10,0.000000,1.5,0.000000,1.5,0.000000,1.5,2997.0,25665,187297.0,1.5,1.5,1.5,0.13999999999999999,0.0,0.13999999999999999,0.0,4195.799999999999,4195.799999999999,1.0,10.0
CZCE,PM403,普麦3月,PM,50,0.000000,5.0,0.000000,5.0,0.000000,5.0,3122.0,0,0.0,5.0,5.0,5.0,0.25,0.0,0.25,0.0,39025.0,39025.0,1.0,50.0
CZCE,CY312,棉纱12月,CY,5,0.000000,4.0,0.000000,4.0,0.000000,0.0,22600.0,0,3.0,4.0,4.0,0.0,0.25,0.0,0.25,0.0,28250.0,28250.0,5.0,25.0
CZCE,FG312,玻璃12月,FG,20,0.000000,3.0,0.000000,3.0,0.000000,3.0,1777.0,12508,171957.0,3.0,3.0,3.0,0.16999999999999998,0.0,0.16999999999999998,0.0,6041.799999999999,6041.799999999999,1.0,20.0
CZCE,MA312,甲醇12月,MA,10,0.000000,2.0,0.000000,2.0,0.000000,6.0,2559.0,4450,23421.0,2.0,2.0,6.0,0.16,0.0,0.16,0.0,4094.4,4094.4,1.0,10.0
CZCE,PF312,短纤12月,PF,5,0.000000,3.0,0.000000,3.0,0.000000,3.0,7754.0,35906,323727.0,3.0,3.0,3.0,0.15,0.0,0.15,0.0,5815.5,5815.5,2.0,10.0
CZCE,PK312,花生12月,PK,5,0.000000,4.0,0.000000,4.0,0.000000,4.0,9978.0,8365,70074.0,4.0,4.0,4.0,0.13999999999999999,0.0,0.13999999999999999,0.0,6984.599999999999,6984.599999999999,2.0,10.0
CZCE,SA312,纯碱12月,SA,20,0.000200,0.0,0.000200,0.0,0.000200,0.0,1945.0,17750,40567.0,7.78,7.78,7.78,0.16,0.0,0.16,0.0,6224.0,6224.0,1.0,20.0
CZCE,SF312,硅铁12月,SF,5,0.000000,3.0,0.000000,3.0,0.000000,0.0,7522.0,35751,201948.0,3.0,3.0,0.0,0.2,0.0,0.2,0.0,7522.0,7522.0,2.0,10.0
CZCE,SM312,锰硅12月,SM,5,0.000000,3.0,0.000000,3.0,0.000000,0.0,7008.0,42059,259998.0,3.0,3.0,0.0,0.2,0.0,0.2,0.0,7008.0,7008.0,2.0,10.0
CZCE,TA312,PTA12月,TA,5,0.000000,4.0,0.000000,4.0,0.000000,4.0,6246.0,12663,34909.0,4.0,4.0,4.0,0.13999999999999999,0.0,0.13999999999999999,0.0,4372.2,4372.2,2.0,10.0
CZCE,UR312,尿素12月,UR,20,0.000000,5.0,0.000000,5.0,0.000000,5.0,2292.0,9377,75245.0,5.0,5.0,5.0,0.13,0.0,0.13,0.0,5959.2,5959.2,1.0,20.0
DCE,b2312,豆二2312,b,10,0.000000,2.0,0.000000,2.0,0.000000,2.0,4508.0,4402,8132.0,2.0,2.0,2.0,0.15,0.0,0.15,0.0,6762.0,6762.0,1.0,10.0
DCE,bb2312,胶合板2312,bb,500,0.000100,0.0,0.000100,0.0,0.000050,0.0,400.0,0,0.0,20.0,20.0,10.0,0.45,0.0,0.45,0.0,90000.0,90000.0,0.05,25.0
DCE,fb2312,纤维板2312,fb,10,0.000100,0.0,0.000100,0.0,0.000050,0.0,1316.5,0,9.0,1.3165,1.3165,0.65825,0.25,0.0,0.25,0.0,3291.25,3291.25,0.5,5.0
DCE,i2312,铁矿石2312,i,100,0.000100,0.0,0.000100,0.0,0.000100,0.0,883.5,16964,83368.0,8.835,8.835,8.835,0.19,0.0,0.19,0.0,16786.5,16786.5,0.5,50.0
DCE,j2312,焦炭2312,j,100,0.000060,0.0,0.000060,0.0,0.000060,0.0,2480.0,265,284.0,14.880000000000003,14.880000000000003,14.880000000000003,0.26,0.0,0.26,0.0,64480.0,64480.0,0.5,50.0
DCE,jm2312,焦煤2312,jm,60,0.000060,0.0,0.000060,0.0,0.000060,0.0,1854.0,2402,1556.0,6.674400000000001,6.674400000000001,6.674400000000001,0.26,0.0,0.26,0.0,28922.4,28922.4,0.5,30.0
DCE,l2312,聚乙烯2312,l,5,0.000000,2.0,0.000000,2.0,0.000000,1.0,8304.0,12277,45499.0,2.0,2.0,1.0,0.18,0.0,0.18,0.0,7473.599999999999,7473.599999999999,1.0,5.0
DCE,m2312,豆粕2312,m,10,0.000000,0.2,0.000000,0.2,0.000000,0.1,4080.0,12218,59961.0,0.2,0.2,0.1,0.13999999999999999,0.0,0.13999999999999999,0.0,5711.999999999999,5711.999999999999,1.0,10.0
DCE,p2312,棕榈油2312,p,10,0.000000,2.5,0.000000,2.5,0.000000,1.25,7188.0,8173,34512.0,2.5,2.5,1.25,0.16999999999999998,0.0,0.16999999999999998,0.0,12219.599999999999,12219.599999999999,2.0,20.0
DCE,pp2312,聚丙烯2312,pp,5,0.000000,1.0,0.000000,1.0,0.000000,1.0,7909.0,16154,49677.0,1.0,1.0,1.0,0.18,0.0,0.18,0.0,7118.099999999999,7118.099999999999,1.0,5.0
SHFE,fu2401,fu2401,fu,10,0.000010,0.0,0.000010,0.0,0.000000,0.0,3551.0000000000005,193122,197767.0,0.3551000000000001,0.3551000000000001,0.0,0.16999999999999998,0.0,0.16999999999999998,0.0,6036.700000000001,6036.700000000001,1.0,10.0
INE,lu2401,lu2401,lu,10,0.000000,2.0,0.000000,2.0,0.000000,2.0,4627.0,37193,19584.0,2.0,2.0,2.0,0.16999999999999998,0.0,0.16999999999999998,0.0,7865.9,7865.9,1.0,10.0
INE,sc2401,sc2401,sc,1000,0.000000,20.0,0.000000,20.0,0.000000,0.0,667.6,7485,6853.0,20.0,20.0,0.0,0.16999999999999998,0.0,0.16999999999999998,0.0,113491.99999999999,113491.99999999999,0.1,100.0
DCE,eb2312,苯乙烯2312,eb,5,0.000000,6.0,0.000000,6.0,0.000000,6.0,8786.0,51138,80500.0,6.0,6.0,6.0,0.19,0.0,0.19,0.0,8346.7,8346.7,1.0,5.0
DCE,eg2312,乙二醇2312,eg,10,0.000000,4.0,0.000000,4.0,0.000000,2.0,4296.0,13259,36319.0,4.0,4.0,2.0,0.18,0.0,0.18,0.0,7732.799999999999,7732.799999999999,1.0,10.0
DCE,jd2312,鸡蛋2312,jd,10,0.000150,0.0,0.000150,0.0,0.000150,0.0,4623.0,11014,42454.0,6.934500000000001,6.934500000000001,6.934500000000001,0.15,0.0,0.15,0.0,6934.5,6934.5,1.0,10.0
DCE,pg2312,液化石油气2312,pg,20,0.000000,6.0,0.000000,6.0,0.000000,6.0,5435.0,13120,22946.0,6.0,6.0,6.0,0.18,0.0,0.18,0.0,19566.0,19566.0,1.0,20.0
INE,lu2312,lu2312,lu,10,0.000000,2.0,0.000000,2.0,0.000000,2.0,4669.0,95251,176413.0,2.0,2.0,2.0,0.16999999999999998,0.0,0.16999999999999998,0.0,7937.299999999999,7937.299999999999,1.0,10.0
INE,sc2512,sc2512,sc,1000,0.000000,20.0,0.000000,20.0,0.000000,0.0,588.5,0,13.0,20.0,20.0,0.0,0.16999999999999998,0.0,0.16999999999999998,0.0,100044.99999999999,100044.99999999999,0.1,100.0
SHFE,fu2312,fu2312,fu,10,0.000010,0.0,0.000010,0.0,0.000000,0.0,3594.0000000000005,98475,152030.0,0.3594000000000001,0.3594000000000001,0.0,0.16999999999999998,0.0,0.16999999999999998,0.0,6109.800000000001,6109.800000000001,1.0,10.0
SHFE,ag2311,ag2311,ag,15,0.000010,0.0,0.000010,0.0,0.000000,0.0,5886.000000000001,7616,14927.0,0.8829000000000002,0.8829000000000002,0.0,0.19,0.0,0.19,0.0,16775.100000000002,16775.100000000002,1.0,15.0
INE,bc2311,bc2311,bc,5,0.000010,0.0,0.000010,0.0,0.000000,0.0,60840.00000000001,8027,27416.0,3.0420000000000007,3.0420000000000007,0.0,0.16,0.0,0.16,0.0,48672.00000000001,48672.00000000001,10.0,50.0
DCE,rr2311,粳米2311,rr,10,0.000000,4.0,0.000000,4.0,0.000000,4.0,3548.0,5370,12793.0,4.0,4.0,4.0,0.12,0.0,0.12,0.0,4257.599999999999,4257.599999999999,1.0,10.0
DCE,v2311,聚氯乙烯2311,v,5,0.000000,2.0,0.000000,2.0,0.000000,0.0,6277.0,52915,92400.0,2.0,2.0,0.0,0.18,0.0,0.18,0.0,5649.3,5649.3,1.0,5.0
DCE,y2311,豆油2311,y,10,0.000000,2.5,0.000000,2.5,0.000000,1.25,8028.0,29644,84194.0,2.5,2.5,1.25,0.13999999999999999,0.0,0.13999999999999999,0.0,11239.199999999999,11239.199999999999,2.0,20.0
CZCE,AP311,苹果11月,AP,10,0.000000,5.0,0.000000,5.0,0.000000,5.0,8970.0,1069,8409.0,5.0,5.0,5.0,0.15,0.0,0.15,0.0,13455.0,13455.0,1.0,10.0
CZCE,CF311,棉花11月,CF,5,0.000000,4.3,0.000000,4.3,0.000000,0.0,17325.0,28781,123166.0,4.3,4.3,0.0,0.13999999999999999,0.0,0.13999999999999999,0.0,12127.499999999998,12127.499999999998,5.0,25.0
CZCE,CY311,棉纱11月,CY,5,0.000000,4.0,0.000000,4.0,0.000000,0.0,23090.0,0,0.0,4.0,4.0,0.0,0.25,0.0,0.25,0.0,28862.5,28862.5,5.0,25.0
CZCE,FG311,玻璃11月,FG,20,0.000000,3.0,0.000000,3.0,0.000000,3.0,1821.0,34963,137680.0,3.0,3.0,3.0,0.16999999999999998,0.0,0.16999999999999998,0.0,6191.4,6191.4,1.0,20.0
CZCE,JR311,粳稻11月,JR,20,0.000000,3.0,0.000000,3.0,0.000000,3.0,2662.0,0,0.0,3.0,3.0,3.0,0.25,0.0,0.25,0.0,13310.0,13310.0,1.0,20.0
CZCE,LR311,晚籼11月,LR,20,0.000000,3.0,0.000000,3.0,0.000000,3.0,2360.0,0,0.0,3.0,3.0,3.0,0.25,0.0,0.25,0.0,11800.0,11800.0,1.0,20.0
CZCE,MA311,甲醇11月,MA,10,0.000000,2.0,0.000000,2.0,0.000000,6.0,2560.0,172861,424298.0,2.0,2.0,6.0,0.16,0.0,0.16,0.0,4096.0,4096.0,1.0,10.0
CZCE,OI311,菜油11月,OI,10,0.000000,2.0,0.000000,2.0,0.000000,0.0,8621.0,90242,191156.0,2.0,2.0,0.0,0.13999999999999999,0.0,0.13999999999999999,0.0,12069.4,12069.4,1.0,10.0
CZCE,PF311,短纤11月,PF,5,0.000000,3.0,0.000000,3.0,0.000000,3.0,7756.0,167476,409595.0,3.0,3.0,3.0,0.15,0.0,0.15,0.0,5817.0,5817.0,2.0,10.0
CZCE,PK311,花生11月,PK,5,0.000000,4.0,0.000000,4.0,0.000000,4.0,10056.0,64956,152897.0,4.0,4.0,4.0,0.13999999999999999,0.0,0.13999999999999999,0.0,7039.199999999999,7039.199999999999,2.0,10.0
CZCE,PM311,普麦11月,PM,50,0.000000,5.0,0.000000,5.0,0.000000,5.0,3122.0,0,0.0,5.0,5.0,5.0,0.25,0.0,0.25,0.0,39025.0,39025.0,1.0,50.0
CZCE,RM311,菜粕11月,RM,10,0.000000,1.5,0.000000,1.5,0.000000,1.5,3380.0,105492,313812.0,1.5,1.5,1.5,0.13999999999999999,0.0,0.13999999999999999,0.0,4731.999999999999,4731.999999999999,1.0,10.0
DCE,fb2401,纤维板2401,fb,10,0.000100,0.0,0.000100,0.0,0.000050,0.0,1318.5,975,1343.0,1.3185,1.3185,0.65925,0.25,0.0,0.25,0.0,3296.25,3296.25,0.5,5.0
DCE,bb2401,胶合板2401,bb,500,0.000100,0.0,0.000100,0.0,0.000050,0.0,400.0,0,0.0,20.0,20.0,10.0,0.45,0.0,0.45,0.0,90000.0,90000.0,0.05,25.0
SHFE,ag2401,ag2401,ag,15,0.000010,0.0,0.000010,0.0,0.000000,0.0,5898.000000000001,49705,43112.0,0.8847000000000003,0.8847000000000003,0.0,0.19,0.0,0.19,0.0,16809.300000000003,16809.300000000003,1.0,15.0
SHFE,ni2401,ni2401,ni,1,0.000000,1.0,0.000000,1.0,0.000000,0.0,158670.0,11793,11394.0,1.0,1.0,0.0,0.21000000000000002,0.0,0.21000000000000002,0.0,33320.700000000004,33320.700000000004,10.0,10.0
DCE,m2401,豆粕2401,m,10,0.000000,0.2,0.000000,0.2,0.000000,0.1,3941.0,977581,1714136.0,0.2,0.2,0.1,0.13999999999999999,0.0,0.13999999999999999,0.0,5517.4,5517.4,1.0,10.0
SHFE,fu2402,fu2402,fu,10,0.000010,0.0,0.000010,0.0,0.000000,0.0,3509.0000000000005,1011,13393.0,0.3509000000000001,0.3509000000000001,0.0,0.16999999999999998,0.0,0.16999999999999998,0.0,5965.300000000001,5965.300000000001,1.0,10.0
INE,lu2402,lu2402,lu,10,0.000000,2.0,0.000000,2.0,0.000000,2.0,4587.0,65,167.0,2.0,2.0,2.0,0.16999999999999998,0.0,0.16999999999999998,0.0,7797.9,7797.9,1.0,10.0
SHFE,hc2401,hc2401,hc,10,0.000100,0.0,0.000100,0.0,0.000100,0.0,3844.0000000000005,674502,972038.0,3.8440000000000007,3.8440000000000007,3.8440000000000007,0.16,0.0,0.16,0.0,6150.4000000000015,6150.4000000000015,1.0,10.0
DCE,a2401,豆一2401,a,10,0.000000,2.0,0.000000,2.0,0.000000,2.0,5091.0,25545,62501.0,2.0,2.0,2.0,0.18,0.0,0.18,0.0,9163.8,9163.8,1.0,10.0
DCE,c2401,玉米2401,c,10,0.000000,0.2,0.000000,0.2,0.000000,0.0,2584.0,136146,542840.0,0.2,0.2,0.0,0.15,0.0,0.15,0.0,3876.0,3876.0,1.0,10.0
DCE,p2401,棕榈油2401,p,10,0.000000,2.5,0.000000,2.5,0.000000,1.25,7194.0,755799,554051.0,2.5,2.5,1.25,0.16999999999999998,0.0,0.16999999999999998,0.0,12229.8,12229.8,2.0,20.0
DCE,i2401,铁矿石2401,i,100,0.000100,0.0,0.000100,0.0,0.000100,0.0,853.5,629172,774487.0,8.535,8.535,8.535,0.19,0.0,0.19,0.0,16216.5,16216.5,0.5,50.0
CZCE,ZC402,煤2月,ZC,100,0.000000,3.0,0.000000,3.0,0.000000,0.0,801.4,0,0.0,3.0,3.0,0.0,0.2,0.0,0.2,0.0,16028.0,16028.0,0.2,20.0
CZCE,MA402,甲醇2月,MA,10,0.000000,2.0,0.000000,2.0,0.000000,6.0,2539.0,211,802.0,2.0,2.0,6.0,0.16,0.0,0.16,0.0,4062.4,4062.4,1.0,10.0
CZCE,TA402,PTA2月,TA,5,0.000000,4.0,0.000000,4.0,0.000000,4.0,6212.0,107,6488.0,4.0,4.0,4.0,0.13999999999999999,0.0,0.13999999999999999,0.0,4348.4,4348.4,2.0,10.0
CZCE,CY402,棉纱2月,CY,5,0.000000,4.0,0.000000,4.0,0.000000,0.0,23295.0,0,0.0,4.0,4.0,0.0,0.25,0.0,0.25,0.0,29118.75,29118.75,5.0,25.0
CZCE,SM402,锰硅2月,SM,5,0.000000,3.0,0.000000,3.0,0.000000,0.0,6946.0,5492,38987.0,3.0,3.0,0.0,0.2,0.0,0.2,0.0,6946.0,6946.0,2.0,10.0
CZCE,SA402,纯碱2月,SA,20,0.000200,0.0,0.000200,0.0,0.000200,0.0,1785.0,10417,13983.0,7.140000000000001,7.140000000000001,7.140000000000001,0.16,0.0,0.16,0.0,5712.0,5712.0,1.0,20.0
CZCE,FG402,玻璃2月,FG,20,0.000000,3.0,0.000000,3.0,0.000000,3.0,1670.0,1240,10298.0,3.0,3.0,3.0,0.16999999999999998,0.0,0.16999999999999998,0.0,5677.999999999999,5677.999999999999,1.0,20.0
CZCE,SF402,硅铁2月,SF,5,0.000000,3.0,0.000000,3.0,0.000000,0.0,7362.0,4121,34559.0,3.0,3.0,0.0,0.2,0.0,0.2,0.0,7362.0,7362.0,2.0,10.0
CZCE,PF402,短纤2月,PF,5,0.000000,3.0,0.000000,3.0,0.000000,3.0,7734.0,152,2001.0,3.0,3.0,3.0,0.15,0.0,0.15,0.0,5800.5,5800.5,2.0,10.0
CZCE,UR402,尿素2月,UR,20,0.000000,5.0,0.000000,5.0,0.000000,5.0,2180.0,1806,8071.0,5.0,5.0,5.0,0.13,0.0,0.13,0.0,5668.0,5668.0,1.0,20.0
INE,bc2402,bc2402,bc,5,0.000010,0.0,0.000010,0.0,0.000000,0.0,60690.00000000001,18,162.0,3.034500000000001,3.034500000000001,0.0,0.16,0.0,0.16,0.0,48552.00000000001,48552.00000000001,10.0,50.0
INE,nr2402,nr2402,nr,10,0.000000,10.0,0.000000,10.0,0.000000,10.0,10660.000000000002,59,360.0,10.0,10.0,10.0,0.16999999999999998,0.0,0.16999999999999998,0.0,18122.0,18122.0,5.0,50.0
SHFE,ag2402,ag2402,ag,15,0.000010,0.0,0.000010,0.0,0.000000,0.0,5906.000000000001,123412,114393.0,0.8859000000000002,0.8859000000000002,0.0,0.19,0.0,0.19,0.0,16832.100000000002,16832.100000000002,1.0,15.0
SHFE,al2402,al2402,al,5,0.000000,3.0,0.000000,3.0,0.000000,0.0,19020.0,1906,10726.0,3.0,3.0,0.0,0.16,0.0,0.16,0.0,15216.0,15216.0,5.0,25.0
SHFE,bu2402,bu2402,bu,10,0.000100,0.0,0.000100,0.0,0.000100,0.0,3773.0000000000005,2230,10858.0,3.773000000000001,3.773000000000001,3.773000000000001,0.16999999999999998,0.0,0.16999999999999998,0.0,6414.1,6414.1,1.0,10.0
SHFE,cu2402,cu2402,cu,5,0.000050,0.0,0.000050,0.0,0.000000,0.0,68130.0,1010,9519.0,17.032500000000002,17.032500000000002,0.0,0.16,0.0,0.16,0.0,54504.0,54504.0,10.0,50.0
SHFE,hc2402,hc2402,hc,10,0.000100,0.0,0.000100,0.0,0.000100,0.0,3831.0000000000005,146,4500.0,3.831000000000001,3.831000000000001,3.831000000000001,0.16,0.0,0.16,0.0,6129.600000000001,6129.600000000001,1.0,10.0
SHFE,ni2402,ni2402,ni,1,0.000000,1.0,0.000000,1.0,0.000000,0.0,158830.0,289,1407.0,1.0,1.0,0.0,0.21000000000000002,0.0,0.21000000000000002,0.0,33354.3,33354.3,10.0,10.0
SHFE,pb2402,pb2402,pb,5,0.000040,0.0,0.000040,0.0,0.000000,0.0,16590.0,32,267.0,3.318,3.318,0.0,0.16,0.0,0.16,0.0,13272.0,13272.0,5.0,25.0
