交易所,合约,合约名称,品种,合约乘数,开仓费率,开仓费/手,平仓费率,平仓费/手,平今仓费率,平今仓费/手,最新价,成交量,空盘量,1手开仓手续费,1手平仓手续费,1手平今仓手续费,做多保证金率,做多保证金/手,做空保证金率,做空保证金/手,做多1手保证金,做空1手保证金,最小跳动价位,1Tick盈亏
SHFE,rb2402,rb2402,rb,10,0.000100,0.0,0.000100,0.0,0.000100,0.0,3739.0000000000005,7737,54428.0,3.7390000000000008,3.7390000000000008,3.7390000000000008,0.16,0.0,0.16,0.0,5982.4000000000015,5982.4000000000015,1.0,10.0
SHFE,sn2402,sn2402,sn,1,0.000000,1.0,0.000000,1.0,0.000000,0.0,222220.00000000003,14,163.0,1.0,1.0,0.0,0.2,0.0,0.2,0.0,44444.00000000001,44444.00000000001,10.0,10.0
SHFE,sp2402,sp2402,sp,10,0.000050,0.0,0.000050,0.0,0.000000,0.0,6060.000000000001,61079,97480.0,3.0300000000000007,3.0300000000000007,0.0,0.15,0.0,0.15,0.0,9090.0,9090.0,2.0,20.0
SHFE,ss2402,ss2402,ss,5,0.000000,2.0,0.000000,2.0,0.000000,0.0,15270.000000000002,135,1497.0,2.0,2.0,0.0,0.2,0.0,0.2,0.0,15270.000000000004,15270.000000000004,5.0,25.0
SHFE,wr2402,wr2402,wr,10,0.000040,0.0,0.000040,0.0,0.000040,0.0,4586.0,0,0.0,1.8344000000000003,1.8344000000000003,1.8344000000000003,0.25,0.0,0.25,0.0,11465.0,11465.0,1.0,10.0
SHFE,zn2402,zn2402,zn,5,0.000000,3.0,0.000000,3.0,0.000000,0.0,20960.000000000004,1429,1891.0,3.0,3.0,0.0,0.16,0.0,0.16,0.0,16768.000000000004,16768.000000000004,5.0,25.0
GFEX,si2402,工业硅2402,si,5,0.000100,0.0,0.000100,0.0,0.000100,0.0,15250.0,11,341.0,7.625,7.625,7.625,0.1,0.0,0.1,0.0,7625.0,7625.0,5.0,25.0
SHFE,fu2403,fu2403,fu,10,0.000010,0.0,0.000010,0.0,0.000000,0.0,3476.0000000000005,1077,11668.0,0.3476000000000001,0.3476000000000001,0.0,0.16999999999999998,0.0,0.16999999999999998,0.0,5909.200000000001,5909.200000000001,1.0,10.0
INE,lu2403,lu2403,lu,10,0.000000,2.0,0.000000,2.0,0.000000,2.0,4596.0,0,7.0,2.0,2.0,2.0,0.16999999999999998,0.0,0.16999999999999998,0.0,7813.199999999999,7813.199999999999,1.0,10.0
INE,sc2603,sc2603,sc,1000,0.000000,20.0,0.000000,20.0,0.000000,0.0,580.5,0,11.0,20.0,20.0,0.0,0.16999999999999998,0.0,0.16999999999999998,0.0,98684.99999999999,98684.99999999999,0.1,100.0
DCE,cs2403,玉米淀粉2403,cs,10,0.000000,1.5,0.000000,1.5,0.000000,0.75,2867.0,6720,21640.0,1.5,1.5,0.75,0.13,0.0,0.13,0.0,3727.1,3727.1,1.0,10.0
DCE,bb2403,胶合板2403,bb,500,0.000100,0.0,0.000100,0.0,0.000050,0.0,400.0,0,0.0,20.0,20.0,10.0,0.45,0.0,0.45,0.0,90000.0,90000.0,0.05,25.0
DCE,c2403,玉米2403,c,10,0.000000,0.2,0.000000,0.2,0.000000,0.0,2583.0,50734,180472.0,0.2,0.2,0.0,0.15,0.0,0.15,0.0,3874.5,3874.5,1.0,10.0
DCE,p2403,棕榈油2403,p,10,0.000000,2.5,0.000000,2.5,0.000000,1.25,7234.0,4734,16480.0,2.5,2.5,1.25,0.16999999999999998,0.0,0.16999999999999998,0.0,12297.8,12297.8,2.0,20.0
DCE,a2403,豆一2403,a,10,0.000000,2.0,0.000000,2.0,0.000000,2.0,5052.0,12973,8478.0,2.0,2.0,2.0,0.18,0.0,0.18,0.0,9093.6,9093.6,1.0,10.0
DCE,j2403,焦炭2403,j,100,0.000060,0.0,0.000060,0.0,0.000060,0.0,2458.0,527,193.0,14.748000000000003,14.748000000000003,14.748000000000003,0.26,0.0,0.26,0.0,63908.0,63908.0,0.5,50.0
DCE,b2403,豆二2403,b,10,0.000000,2.0,0.000000,2.0,0.000000,2.0,4218.0,25,186.0,2.0,2.0,2.0,0.15,0.0,0.15,0.0,6327.0,6327.0,1.0,10.0
DCE,l2403,聚乙烯2403,l,5,0.000000,2.0,0.000000,2.0,0.000000,1.0,8238.0,6898,17434.0,2.0,2.0,1.0,0.18,0.0,0.18,0.0,7414.2,7414.2,1.0,5.0
DCE,fb2403,纤维板2403,fb,10,0.000100,0.0,0.000100,0.0,0.000050,0.0,1355.5,0,4.0,1.3555000000000001,1.3555000000000001,0.6777500000000001,0.25,0.0,0.25,0.0,3388.75,3388.75,0.5,5.0
DCE,y2403,豆油2403,y,10,0.000000,2.5,0.000000,2.5,0.000000,1.25,7758.0,2353,30453.0,2.5,2.5,1.25,0.13999999999999999,0.0,0.13999999999999999,0.0,10861.199999999999,10861.199999999999,2.0,20.0
CZCE,ZC405,煤5月,ZC,100,0.000000,3.0,0.000000,3.0,0.000000,0.0,801.4,0,0.0,3.0,3.0,0.0,0.2,0.0,0.2,0.0,16028.0,16028.0,0.2,20.0
CZCE,ZC407,煤7月,ZC,100,0.000000,3.0,0.000000,3.0,0.000000,0.0,801.4,0,0.0,3.0,3.0,0.0,0.2,0.0,0.2,0.0,16028.0,16028.0,0.2,20.0
CZCE,ZC403,煤3月,ZC,100,0.000000,3.0,0.000000,3.0,0.000000,0.0,801.4,0,0.0,3.0,3.0,0.0,0.2,0.0,0.2,0.0,16028.0,16028.0,0.2,20.0
INE,lu2407,lu2407,lu,10,0.000000,2.0,0.000000,2.0,0.000000,2.0,4401.0,1,7.0,2.0,2.0,2.0,0.16999999999999998,0.0,0.16999999999999998,0.0,7481.699999999999,7481.699999999999,1.0,10.0
INE,sc2407,sc2407,sc,1000,0.000000,20.0,0.000000,20.0,0.000000,0.0,634.5,0,3.0,20.0,20.0,0.0,0.16999999999999998,0.0,0.16999999999999998,0.0,107864.99999999999,107864.99999999999,0.1,100.0
SHFE,fu2407,fu2407,fu,10,0.000010,0.0,0.000010,0.0,0.000000,0.0,3346.0000000000005,106,2338.0,0.3346000000000001,0.3346000000000001,0.0,0.16999999999999998,0.0,0.16999999999999998,0.0,5688.200000000001,5688.200000000001,1.0,10.0
SHFE,ru2408,ru2408,ru,10,0.000000,3.0,0.000000,3.0,0.000000,0.0,14100.000000000002,521,1157.0,3.0,3.0,0.0,0.16999999999999998,0.0,0.16999999999999998,0.0,23970.000000000004,23970.000000000004,5.0,50.0
CZCE,RS408,菜籽8月,RS,10,0.000000,2.0,0.000000,2.0,0.000000,2.0,6012.0,0,0.0,2.0,2.0,2.0,0.26,0.0,0.26,0.0,15631.2,15631.2,1.0,10.0
SHFE,pb2408,pb2408,pb,5,0.000040,0.0,0.000040,0.0,0.000000,0.0,16570.0,8,35.0,3.314,3.314,0.0,0.16,0.0,0.16,0.0,13256.0,13256.0,5.0,25.0
DCE,v2408,聚氯乙烯2408,v,5,0.000000,2.0,0.000000,2.0,0.000000,0.0,6403.0,69,374.0,2.0,2.0,0.0,0.18,0.0,0.18,0.0,5762.7,5762.7,1.0,5.0
SHFE,al2408,al2408,al,5,0.000000,3.0,0.000000,3.0,0.000000,0.0,19020.0,73,251.0,3.0,3.0,0.0,0.16,0.0,0.16,0.0,15216.0,15216.0,5.0,25.0
DCE,p2408,棕榈油2408,p,10,0.000000,2.5,0.000000,2.5,0.000000,1.25,7188.0,74,1495.0,2.5,2.5,1.25,0.16999999999999998,0.0,0.16999999999999998,0.0,12219.599999999999,12219.599999999999,2.0,20.0
SHFE,ag2408,ag2408,ag,15,0.000010,0.0,0.000010,0.0,0.000000,0.0,5941.000000000001,1207,1341.0,0.8911500000000002,0.8911500000000002,0.0,0.19,0.0,0.19,0.0,16931.850000000002,16931.850000000002,1.0,15.0
CZCE,UR403,尿素3月,UR,20,0.000000,5.0,0.000000,5.0,0.000000,5.0,2160.0,754,9530.0,5.0,5.0,5.0,0.13,0.0,0.13,0.0,5616.0,5616.0,1.0,20.0
CZCE,SM403,锰硅3月,SM,5,0.000000,3.0,0.000000,3.0,0.000000,0.0,6956.0,44,1622.0,3.0,3.0,0.0,0.2,0.0,0.2,0.0,6956.0,6956.0,2.0,10.0
CZCE,SA403,纯碱3月,SA,20,0.000200,0.0,0.000200,0.0,0.000200,0.0,1745.0,8380,21076.0,6.98,6.98,6.98,0.16,0.0,0.16,0.0,5584.0,5584.0,1.0,20.0
CZCE,FG403,玻璃3月,FG,20,0.000000,3.0,0.000000,3.0,0.000000,3.0,1635.0,1545,12456.0,3.0,3.0,3.0,0.16999999999999998,0.0,0.16999999999999998,0.0,5558.999999999999,5558.999999999999,1.0,20.0
CZCE,LR403,晚籼3月,LR,20,0.000000,3.0,0.000000,3.0,0.000000,3.0,2360.0,0,0.0,3.0,3.0,3.0,0.25,0.0,0.25,0.0,11800.0,11800.0,1.0,20.0
CZCE,TA403,PTA3月,TA,5,0.000000,4.0,0.000000,4.0,0.000000,4.0,6206.0,73,6126.0,4.0,4.0,4.0,0.13999999999999999,0.0,0.13999999999999999,0.0,4344.2,4344.2,2.0,10.0
CZCE,PK403,花生3月,PK,5,0.000000,4.0,0.000000,4.0,0.000000,4.0,9834.0,1687,35967.0,4.0,4.0,4.0,0.13999999999999999,0.0,0.13999999999999999,0.0,6883.799999999999,6883.799999999999,2.0,10.0
SHFE,hc2403,hc2403,hc,10,0.000100,0.0,0.000100,0.0,0.000100,0.0,3827.0000000000005,6507,100905.0,3.827000000000001,3.827000000000001,3.827000000000001,0.16,0.0,0.16,0.0,6123.200000000002,6123.200000000002,1.0,10.0
SHFE,ni2403,ni2403,ni,1,0.000000,1.0,0.000000,1.0,0.000000,0.0,159380.0,196,552.0,1.0,1.0,0.0,0.21000000000000002,0.0,0.21000000000000002,0.0,33469.8,33469.8,10.0,10.0
SHFE,pb2403,pb2403,pb,5,0.000040,0.0,0.000040,0.0,0.000000,0.0,16595.0,20,96.0,3.3190000000000004,3.3190000000000004,0.0,0.16,0.0,0.16,0.0,13276.0,13276.0,5.0,25.0
SHFE,rb2403,rb2403,rb,10,0.000100,0.0,0.000100,0.0,0.000100,0.0,3729.0000000000005,22532,319375.0,3.729000000000001,3.729000000000001,3.729000000000001,0.16,0.0,0.16,0.0,5966.4000000000015,5966.4000000000015,1.0,10.0
SHFE,ru2403,ru2403,ru,10,0.000000,3.0,0.000000,3.0,0.000000,0.0,14090.000000000002,9124,16727.0,3.0,3.0,0.0,0.16999999999999998,0.0,0.16999999999999998,0.0,23953.000000000004,23953.000000000004,5.0,50.0
SHFE,sn2403,sn2403,sn,1,0.000000,1.0,0.000000,1.0,0.000000,0.0,221510.00000000003,25,172.0,1.0,1.0,0.0,0.2,0.0,0.2,0.0,44302.00000000001,44302.00000000001,10.0,10.0
SHFE,sp2403,sp2403,sp,10,0.000050,0.0,0.000050,0.0,0.000000,0.0,6060.000000000001,862,4409.0,3.0300000000000007,3.0300000000000007,0.0,0.15,0.0,0.15,0.0,9090.0,9090.0,2.0,20.0
SHFE,ss2403,ss2403,ss,5,0.000000,2.0,0.000000,2.0,0.000000,0.0,15255.000000000002,138,1844.0,2.0,2.0,0.0,0.2,0.0,0.2,0.0,15255.000000000004,15255.000000000004,5.0,25.0
SHFE,wr2403,wr2403,wr,10,0.000040,0.0,0.000040,0.0,0.000040,0.0,4432.0,0,2.0,1.7728000000000002,1.7728000000000002,1.7728000000000002,0.25,0.0,0.25,0.0,11080.0,11080.0,1.0,10.0
SHFE,zn2403,zn2403,zn,5,0.000000,3.0,0.000000,3.0,0.000000,0.0,20870.0,258,1111.0,3.0,3.0,0.0,0.16,0.0,0.16,0.0,16696.0,16696.0,5.0,25.0
GFEX,si2403,工业硅2403,si,5,0.000100,0.0,0.000100,0.0,0.000100,0.0,15290.0,24,707.0,7.6450000000000005,7.6450000000000005,7.6450000000000005,0.1,0.0,0.1,0.0,7645.0,7645.0,5.0,25.0
DCE,lh2401,生猪2401,lh,16,0.000200,0.0,0.000200,0.0,0.000400,0.0,17210.0,9031,43038.0,55.072,55.072,110.144,0.19,0.0,0.19,0.0,52318.4,52318.4,5.0,80.0
DCE,eb2401,苯乙烯2401,eb,5,0.000000,6.0,0.000000,6.0,0.000000,6.0,8681.0,24822,36257.0,6.0,6.0,6.0,0.19,0.0,0.19,0.0,8246.95,8246.95,1.0,5.0
INE,nr2401,nr2401,nr,10,0.000000,10.0,0.000000,10.0,0.000000,10.0,10655.000000000002,4402,20648.0,10.0,10.0,10.0,0.16999999999999998,0.0,0.16999999999999998,0.0,18113.5,18113.5,5.0,50.0
DCE,pg2401,液化石油气2401,pg,20,0.000000,6.0,0.000000,6.0,0.000000,6.0,5272.0,12091,14377.0,6.0,6.0,6.0,0.18,0.0,0.18,0.0,18979.2,18979.2,1.0,20.0
SHFE,al2401,al2401,al,5,0.000000,3.0,0.000000,3.0,0.000000,0.0,19045.0,14581,37762.0,3.0,3.0,0.0,0.16,0.0,0.16,0.0,15236.0,15236.0,5.0,25.0
DCE,y2401,豆油2401,y,10,0.000000,2.5,0.000000,2.5,0.000000,1.25,7866.0,923835,655618.0,2.5,2.5,1.25,0.13999999999999999,0.0,0.13999999999999999,0.0,11012.4,11012.4,2.0,20.0
SHFE,sn2401,sn2401,sn,1,0.000000,1.0,0.000000,1.0,0.000000,0.0,221960.00000000003,5466,7048.0,1.0,1.0,0.0,0.2,0.0,0.2,0.0,44392.00000000001,44392.00000000001,10.0,10.0
DCE,jd2401,鸡蛋2401,jd,10,0.000150,0.0,0.000150,0.0,0.000150,0.0,4450.0,14807,58880.0,6.675000000000001,6.675000000000001,6.675000000000001,0.15,0.0,0.15,0.0,6675.0,6675.0,1.0,10.0
SHFE,rb2401,rb2401,rb,10,0.000100,0.0,0.000100,0.0,0.000100,0.0,3765.0000000000005,1680596,1711579.0,3.765000000000001,3.765000000000001,3.765000000000001,0.16,0.0,0.16,0.0,6024.000000000001,6024.000000000001,1.0,10.0
SHFE,zn2401,zn2401,zn,5,0.000000,3.0,0.000000,3.0,0.000000,0.0,21075.000000000004,6095,7796.0,3.0,3.0,0.0,0.16,0.0,0.16,0.0,16860.000000000004,16860.000000000004,5.0,25.0
DCE,rr2401,粳米2401,rr,10,0.000000,4.0,0.000000,4.0,0.000000,4.0,3595.0,379,5629.0,4.0,4.0,4.0,0.12,0.0,0.12,0.0,4314.0,4314.0,1.0,10.0
DCE,b2401,豆二2401,b,10,0.000000,2.0,0.000000,2.0,0.000000,2.0,4426.0,3384,5728.0,2.0,2.0,2.0,0.15,0.0,0.15,0.0,6639.0,6639.0,1.0,10.0
SHFE,pb2401,pb2401,pb,5,0.000040,0.0,0.000040,0.0,0.000000,0.0,16610.0,1448,3553.0,3.322,3.322,0.0,0.16,0.0,0.16,0.0,13288.0,13288.0,5.0,25.0
INE,sc2402,sc2402,sc,1000,0.000000,20.0,0.000000,20.0,0.000000,0.0,660.0000000000001,246,599.0,20.0,20.0,0.0,0.16999999999999998,0.0,0.16999999999999998,0.0,112200.00000000001,112200.00000000001,0.1,100.0
DCE,eg2401,乙二醇2401,eg,10,0.000000,4.0,0.000000,4.0,0.000000,2.0,4336.0,287056,420922.0,4.0,4.0,2.0,0.18,0.0,0.18,0.0,7804.799999999999,7804.799999999999,1.0,10.0
DCE,pp2401,聚丙烯2401,pp,5,0.000000,1.0,0.000000,1.0,0.000000,1.0,7874.0,409823,539470.0,1.0,1.0,1.0,0.18,0.0,0.18,0.0,7086.599999999999,7086.599999999999,1.0,5.0
DCE,cs2401,玉米淀粉2401,cs,10,0.000000,1.5,0.000000,1.5,0.000000,0.75,2905.0,19946,65513.0,1.5,1.5,0.75,0.13,0.0,0.13,0.0,3776.5,3776.5,1.0,10.0
DCE,j2401,焦炭2401,j,100,0.000060,0.0,0.000060,0.0,0.000060,0.0,2496.5,35238,50050.0,14.979000000000003,14.979000000000003,14.979000000000003,0.26,0.0,0.26,0.0,64909.0,64909.0,0.5,50.0
DCE,v2401,聚氯乙烯2401,v,5,0.000000,2.0,0.000000,2.0,0.000000,0.0,6337.0,1019074,817619.0,2.0,2.0,0.0,0.18,0.0,0.18,0.0,5703.3,5703.3,1.0,5.0
SHFE,au2402,au2402,au,1000,0.000000,2.0,0.000000,2.0,0.000000,0.0,472.04,45702,83971.0,2.0,2.0,0.0,0.13999999999999999,0.0,0.13999999999999999,0.0,66085.59999999999,66085.59999999999,0.02,20.0
SHFE,cu2401,cu2401,cu,5,0.000050,0.0,0.000050,0.0,0.000000,0.0,68170.0,5534,27452.0,17.0425,17.0425,0.0,0.16,0.0,0.16,0.0,54536.0,54536.0,10.0,50.0
SHFE,ss2401,ss2401,ss,5,0.000000,2.0,0.000000,2.0,0.000000,0.0,15240.000000000002,9182,14248.0,2.0,2.0,0.0,0.2,0.0,0.2,0.0,15240.000000000004,15240.000000000004,5.0,25.0
SHFE,wr2401,wr2401,wr,10,0.000040,0.0,0.000040,0.0,0.000040,0.0,4379.0,6,5.0,1.7516,1.7516,1.7516,0.25,0.0,0.25,0.0,10947.5,10947.5,1.0,10.0
SHFE,sp2401,sp2401,sp,10,0.000050,0.0,0.000050,0.0,0.000000,0.0,6088.000000000001,650423,306708.0,3.0440000000000005,3.0440000000000005,0.0,0.15,0.0,0.15,0.0,9132.0,9132.0,2.0,20.0
INE,bc2401,bc2401,bc,5,0.000010,0.0,0.000010,0.0,0.000000,0.0,60720.00000000001,16701,2014.0,3.036000000000001,3.036000000000001,0.0,0.16,0.0,0.16,0.0,48576.00000000001,48576.00000000001,10.0,50.0
DCE,jm2401,焦煤2401,jm,60,0.000060,0.0,0.000060,0.0,0.000060,0.0,1861.5,223622,220513.0,6.701400000000001,6.701400000000001,6.701400000000001,0.26,0.0,0.26,0.0,29039.4,29039.4,0.5,30.0
SHFE,ru2401,ru2401,ru,10,0.000000,3.0,0.000000,3.0,0.000000,0.0,14095.000000000002,307394,200436.0,3.0,3.0,0.0,0.16999999999999998,0.0,0.16999999999999998,0.0,23961.500000000004,23961.500000000004,5.0,50.0
SHFE,bu2401,bu2401,bu,10,0.000100,0.0,0.000100,0.0,0.000100,0.0,3787.0000000000005,54024,57179.0,3.787000000000001,3.787000000000001,3.787000000000001,0.16999999999999998,0.0,0.16999999999999998,0.0,6437.900000000001,6437.900000000001,1.0,10.0
DCE,l2401,聚乙烯2401,l,5,0.000000,2.0,0.000000,2.0,0.000000,1.0,8278.0,408846,440875.0,2.0,2.0,1.0,0.18,0.0,0.18,0.0,7450.2,7450.2,1.0,5.0
CFFEX,IC2310,中证500期货2310,IC,200,0.000023,0.0,0.000023,0.0,0.000345,0.0,5636.0,32008,101123.0,25.9256,25.9256,388.884,0.16999999999999998,0.0,0.16999999999999998,0.0,191623.99999999997,191623.99999999997,0.2,40.0
DCE,b2408,豆二2408,b,10,0.000000,2.0,0.000000,2.0,0.000000,2.0,4011.0,29,250.0,2.0,2.0,2.0,0.15,0.0,0.15,0.0,6016.5,6016.5,1.0,10.0
GFEX,lc2408,碳酸锂2408,lc,1,0.000080,0.0,0.000080,0.0,0.000080,0.0,148100.0,190,844.0,11.848,11.848,11.848,0.09,0.0,0.09,0.0,13329.0,13329.0,50.0,50.0
SHFE,br2408,br2408,br,5,0.000010,0.0,0.000010,0.0,0.000000,0.0,12945.000000000002,28,90.0,0.6472500000000001,0.6472500000000001,0.0,0.12,0.0,0.12,0.0,7767.000000000001,7767.000000000001,5.0,25.0
SHFE,ni2408,ni2408,ni,1,0.000000,1.0,0.000000,1.0,0.000000,0.0,159180.0,21,756.0,1.0,1.0,0.0,0.21000000000000002,0.0,0.21000000000000002,0.0,33427.8,33427.8,10.0,10.0
CFFEX,IM2310,中证1000股指期货2310,IM,200,0.000023,0.0,0.000023,0.0,0.000345,0.0,5952.8,32457,73176.0,27.38288,27.38288,410.74320000000006,0.15,0.0,0.15,0.0,178584.0,178584.0,0.2,40.0
DCE,rr2408,粳米2408,rr,10,0.000000,4.0,0.000000,4.0,0.000000,4.0,3684.0,126,3352.0,4.0,4.0,4.0,0.12,0.0,0.12,0.0,4420.8,4420.8,1.0,10.0
CZCE,FG408,玻璃8月,FG,20,0.000000,3.0,0.000000,3.0,0.000000,3.0,1582.0,295,7039.0,3.0,3.0,3.0,0.16999999999999998,0.0,0.16999999999999998,0.0,5378.799999999999,5378.799999999999,1.0,20.0
SHFE,sp2408,sp2408,sp,10,0.000050,0.0,0.000050,0.0,0.000000,0.0,6066.000000000001,153,1663.0,3.0330000000000004,3.0330000000000004,0.0,0.15,0.0,0.15,0.0,9099.0,9099.0,2.0,20.0
DCE,y2408,豆油2408,y,10,0.000000,2.5,0.000000,2.5,0.000000,1.25,7532.0,2422,22506.0,2.5,2.5,1.25,0.13999999999999999,0.0,0.13999999999999999,0.0,10544.8,10544.8,2.0,20.0
CFFEX,IF2310,股指2310,IF,300,0.000023,0.0,0.000023,0.0,0.000345,0.0,3696.6,47333,104967.0,25.50654,25.50654,382.59810000000004,0.15,0.0,0.15,0.0,166347.0,166347.0,0.2,60.0
DCE,jm2408,焦煤2408,jm,60,0.000060,0.0,0.000060,0.0,0.000060,0.0,1649.5,12,71.0,5.938200000000001,5.938200000000001,5.938200000000001,0.26,0.0,0.26,0.0,25732.2,25732.2,0.5,30.0
CZCE,CY408,棉纱8月,CY,5,0.000000,4.0,0.000000,4.0,0.000000,0.0,23650.0,0,0.0,4.0,4.0,0.0,0.25,0.0,0.25,0.0,29562.5,29562.5,5.0,25.0
SHFE,zn2408,zn2408,zn,5,0.000000,3.0,0.000000,3.0,0.000000,0.0,20695.0,38,293.0,3.0,3.0,0.0,0.16,0.0,0.16,0.0,16556.0,16556.0,5.0,25.0
CZCE,PF408,短纤8月,PF,5,0.000000,3.0,0.000000,3.0,0.000000,3.0,7728.0,3,287.0,3.0,3.0,3.0,0.15,0.0,0.15,0.0,5796.0,5796.0,2.0,10.0
DCE,i2408,铁矿石2408,i,100,0.000100,0.0,0.000100,0.0,0.000100,0.0,771.5,388,6233.0,7.715000000000001,7.715000000000001,7.715000000000001,0.19,0.0,0.19,0.0,14658.5,14658.5,0.5,50.0
INE,nr2408,nr2408,nr,10,0.000000,10.0,0.000000,10.0,0.000000,10.0,10620.0,0,2.0,10.0,10.0,10.0,0.16999999999999998,0.0,0.16999999999999998,0.0,18054.0,18054.0,5.0,50.0
DCE,j2408,焦炭2408,j,100,0.000060,0.0,0.000060,0.0,0.000060,0.0,2346.0,0,12.0,14.076000000000002,14.076000000000002,14.076000000000002,0.26,0.0,0.26,0.0,60996.0,60996.0,0.5,50.0
DCE,fb2408,纤维板2408,fb,10,0.000100,0.0,0.000100,0.0,0.000050,0.0,1277.0,0,0.0,1.2770000000000001,1.2770000000000001,0.6385000000000001,0.25,0.0,0.25,0.0,3192.5,3192.5,0.5,5.0
CZCE,SM408,锰硅8月,SM,5,0.000000,3.0,0.000000,3.0,0.000000,0.0,6890.0,250,566.0,3.0,3.0,0.0,0.2,0.0,0.2,0.0,6890.0,6890.0,2.0,10.0
SHFE,hc2408,hc2408,hc,10,0.000100,0.0,0.000100,0.0,0.000100,0.0,3771.0000000000005,60,614.0,3.771000000000001,3.771000000000001,3.771000000000001,0.16,0.0,0.16,0.0,6033.600000000001,6033.600000000001,1.0,10.0
CZCE,SF408,硅铁8月,SF,5,0.000000,3.0,0.000000,3.0,0.000000,0.0,7490.0,9,827.0,3.0,3.0,0.0,0.2,0.0,0.2,0.0,7490.0,7490.0,2.0,10.0
SHFE,wr2408,wr2408,wr,10,0.000040,0.0,0.000040,0.0,0.000040,0.0,4401.0,0,0.0,1.7604000000000002,1.7604000000000002,1.7604000000000002,0.25,0.0,0.25,0.0,11002.5,11002.5,1.0,10.0
CZCE,RM408,菜粕8月,RM,10,0.000000,1.5,0.000000,1.5,0.000000,1.5,2957.0,465,4495.0,1.5,1.5,1.5,0.13999999999999999,0.0,0.13999999999999999,0.0,4139.799999999999,4139.799999999999,1.0,10.0
DCE,m2408,豆粕2408,m,10,0.000000,0.2,0.000000,0.2,0.000000,0.1,3431.0,17509,71249.0,0.2,0.2,0.1,0.13999999999999999,0.0,0.13999999999999999,0.0,4803.4,4803.4,1.0,10.0
DCE,bb2408,胶合板2408,bb,500,0.000100,0.0,0.000100,0.0,0.000050,0.0,400.0,0,0.0,20.0,20.0,10.0,0.45,0.0,0.45,0.0,90000.0,90000.0,0.05,25.0
DCE,l2408,聚乙烯2408,l,5,0.000000,2.0,0.000000,2.0,0.000000,1.0,8230.0,31,948.0,2.0,2.0,1.0,0.18,0.0,0.18,0.0,7407.0,7407.0,1.0,5.0
DCE,pp2408,聚丙烯2408,pp,5,0.000000,1.0,0.000000,1.0,0.000000,1.0,7884.0,0,27.0,1.0,1.0,1.0,0.18,0.0,0.18,0.0,7095.599999999999,7095.599999999999,1.0,5.0
SHFE,ao2408,ao2408,ao,20,0.000010,0.0,0.000010,0.0,0.000000,0.0,3010.0,0,25.0,0.6020000000000001,0.6020000000000001,0.0,0.09,0.0,0.09,0.0,5418.0,5418.0,1.0,20.0
SHFE,cu2408,cu2408,cu,5,0.000050,0.0,0.000050,0.0,0.000000,0.0,68000.0,150,1167.0,17.0,17.0,0.0,0.16,0.0,0.16,0.0,54400.0,54400.0,10.0,50.0
SHFE,au2406,黄金2406,au,1000,0.000000,2.0,0.000000,2.0,0.000000,0.0,472.76000000000005,3415,15387.0,2.0,2.0,0.0,0.13999999999999999,0.0,0.13999999999999999,0.0,66186.4,66186.4,0.02,20.0
INE,bc2405,bc2405,bc,5,0.000010,0.0,0.000010,0.0,0.000000,0.0,60000.0,0,0.0,3.0000000000000004,3.0000000000000004,0.0,0.16,0.0,0.16,0.0,48000.0,48000.0,10.0,50.0
SHFE,fu2408,fu2408,fu,10,0.000010,0.0,0.000010,0.0,0.000000,0.0,3331.0000000000005,71,151.0,0.3331000000000001,0.3331000000000001,0.0,0.16999999999999998,0.0,0.16999999999999998,0.0,5662.700000000001,5662.700000000001,1.0,10.0
SHFE,ao2405,ao2405,ao,20,0.000010,0.0,0.000010,0.0,0.000000,0.0,3039.0000000000005,7,192.0,0.6078000000000001,0.6078000000000001,0.0,0.09,0.0,0.09,0.0,5470.200000000001,5470.200000000001,1.0,20.0
SHFE,ao2401,ao2401,ao,20,0.000010,0.0,0.000010,0.0,0.000000,0.0,3047.0000000000005,1309,3056.0,0.6094000000000002,0.6094000000000002,0.0,0.09,0.0,0.09,0.0,5484.6,5484.6,1.0,20.0
SHFE,ao2311,ao2311,ao,20,0.000010,0.0,0.000010,0.0,0.000000,0.0,3070.0000000000005,101703,68819.0,0.6140000000000001,0.6140000000000001,0.0,0.09,0.0,0.09,0.0,5526.0,5526.0,1.0,20.0
SHFE,ao2406,ao2406,ao,20,0.000010,0.0,0.000010,0.0,0.000000,0.0,3020.0000000000005,38,393.0,0.6040000000000001,0.6040000000000001,0.0,0.09,0.0,0.09,0.0,5436.0,5436.0,1.0,20.0
SHFE,ao2402,ao2402,ao,20,0.000010,0.0,0.000010,0.0,0.000000,0.0,3029.0000000000005,35,706.0,0.6058000000000001,0.6058000000000001,0.0,0.09,0.0,0.09,0.0,5452.200000000001,5452.200000000001,1.0,20.0
SHFE,ao2404,ao2404,ao,20,0.000010,0.0,0.000010,0.0,0.000000,0.0,3036.0000000000005,17,437.0,0.6072000000000001,0.6072000000000001,0.0,0.09,0.0,0.09,0.0,5464.8,5464.8,1.0,20.0
DCE,jd2404,鸡蛋2404,jd,10,0.000150,0.0,0.000150,0.0,0.000150,0.0,4060.0,39,1992.0,6.090000000000001,6.090000000000001,6.090000000000001,0.15,0.0,0.15,0.0,6090.0,6090.0,1.0,10.0
